x1=1023 x2=1023 y1= 416 y2= 454 tnt1=1023 tnt2=1023
x1= 859 x2= 895 y1= 690 y2= 710 tnt1=  35 tnt2=  18
x1= 886 x2= 891 y1= 696 y2= 709 tnt1=  26 tnt2=  25
x1= 884 x2= 896 y1= 695 y2= 705 tnt1=  20 tnt2=  16
x1= 884 x2= 897 y1= 694 y2= 703 tnt1=  16 tnt2=  15
x1= 892 x2= 887 y1= 691 y2= 701 tnt1=  13 tnt2=  13
x1= 885 x2= 887 y1= 689 y2= 699 tnt1=  13 tnt2=  20
x1= 880 x2= 887 y1= 688 y2= 696 tnt1=  13 tnt2=  11
x1= 884 x2= 886 y1= 685 y2= 695 tnt1=  12 tnt2=  16
x1= 886 x2= 887 y1= 682 y2= 693 tnt1=  18 tnt2=  25
x1= 869 x2= 889 y1= 678 y2= 689 tnt1=  15 tnt2=  14
x1= 873 x2= 889 y1= 672 y2= 687 tnt1=  17 tnt2=  19
x1= 878 x2= 898 y1= 672 y2= 686 tnt1=  27 tnt2=  25
x1= 881 x2= 891 y1= 675 y2= 685 tnt1=  18 tnt2=  18
x1= 882 x2= 886 y1= 673 y2= 683 tnt1=  13 tnt2=  21
x1= 890 x2= 887 y1= 672 y2= 681 tnt1=  13 tnt2=  14
x1= 877 x2= 887 y1= 671 y2= 678 tnt1=  13 tnt2=  10
x1= 880 x2= 887 y1= 668 y2= 677 tnt1=   3 tnt2=  13
x1= 881 x2= 889 y1= 665 y2= 675 tnt1=  13 tnt2=  14
x1= 868 x2= 877 y1= 656 y2= 679 tnt1=  23 tnt2=  30
x1= 852 x2= 890 y1= 641 y2= 668 tnt1=  39 tnt2=  30
x1= 875 x2= 887 y1= 651 y2= 667 tnt1=  20 tnt2=  30
x1= 880 x2= 886 y1= 653 y2= 665 tnt1=  21 tnt2=  19
x1= 881 x2= 893 y1= 653 y2= 663 tnt1=  13 tnt2=  19
x1= 881 x2= 885 y1= 651 y2= 661 tnt1=  13 tnt2=  15
x1= 891 x2= 885 y1= 650 y2= 659 tnt1=  12 tnt2=  21
x1= 875 x2= 887 y1= 648 y2= 655 tnt1=  13 tnt2=   9
x1= 880 x2= 891 y1= 647 y2= 657 tnt1=  11 tnt2=  15
x1= 875 x2= 886 y1= 645 y2= 654 tnt1=  16 tnt2=  25
x1= 882 x2= 886 y1= 643 y2= 655 tnt1=  16 tnt2=  19
x1= 876 x2= 884 y1= 639 y2= 651 tnt1=  16 tnt2=  17
x1= 877 x2= 886 y1= 634 y2= 650 tnt1=  18 tnt2=  24
x1= 878 x2= 894 y1= 637 y2= 648 tnt1=  21 tnt2=  18
x1= 877 x2= 883 y1= 634 y2= 643 tnt1=  12 tnt2=  23
x1= 883 x2= 884 y1= 631 y2= 641 tnt1=  14 tnt2=  25
x1= 878 x2= 880 y1= 630 y2= 639 tnt1=  14 tnt2=  16
x1= 876 x2= 884 y1= 627 y2= 636 tnt1=   4 tnt2=  12
x1= 878 x2= 889 y1= 626 y2= 635 tnt1=  16 tnt2=  18
x1= 877 x2= 873 y1= 624 y2= 633 tnt1=  14 tnt2=  17
x1= 875 x2= 883 y1= 621 y2= 630 tnt1=  15 tnt2=   7
x1= 881 x2= 883 y1= 616 y2= 627 tnt1=  15 tnt2=  22
x1= 879 x2= 884 y1= 614 y2= 623 tnt1=  22 tnt2=  20
x1= 877 x2= 880 y1= 609 y2= 619 tnt1=  11 tnt2=  16
