new-calib: New touch screen calibration program v3.13
Serial Number='150A1E00010B06020304'
Using tnt_mode=1
Setting for delay_in_us:        1
Setting for y_delay_in_us:      1
Setting for tnt_delay_in_us:    1
Setting for max_delta_tnt:      5
Setting for tnt_mode:           1
Setting for averaging:         -1
Entering get_four_points
target_noise  x= 2.50 y= 2.50 t= 2.50
target state=0 point=23,22
 X= 859 X2= 989  Y= 960 Y2=  -1 P1=  -1 P2=  -1 T1=1022 T2= 837  P=  -1  D=  -1 
 X= 842 X2=1023  Y= 928 Y2=  -1 P1=  -1 P2=  -1 T1=1022 T2= 848  P=  -1  D=  -1 
 X= 249 X2= 247  Y= 357 Y2= 350 P1= 789 P2= 152 T1=  33 T2=  32  P=1045  D=  -1 
 X= 249 X2= 246  Y= 357 Y2= 350 P1= 789 P2= 152 T1=  32 T2=  32  P=1034  D=  -1 
 X= 249 X2= 247  Y= 356 Y2= 350 P1= 788 P2= 151 T1=  33 T2=  32  P=1034  D=  -1 
 X= 249 X2= 247  Y= 357 Y2= 350 P1= 789 P2= 152 T1=  33 T2=  32  P=1034  D=  -1 
 X= 260 X2= 260  Y= 369 Y2= 362 P1= 845 P2= 130 T1=  45 T2=  37  P=1034  D=  -1 
 X= 250 X2= 247  Y= 358 Y2= 351 P1= 791 P2= 151 T1=  34 T2=  31  P=1034  D=  -1 
 X= 252 X2= 249  Y= 358 Y2= 351 P1= 796 P2= 148 T1=  34 T2=  33  P=1034  D=  -1 
 X= 250 X2= 247  Y= 358 Y2= 350 P1= 795 P2= 148 T1=  33 T2=  33  P=1034  D=  -1 
 X= 250 X2= 248  Y= 358 Y2= 350 P1= 794 P2= 150 T1=  33 T2=  33  P=1034  D=  -1 
 X= 249 X2= 246  Y= 355 Y2= 350 P1= 789 P2= 151 T1=  32 T2=  32  P=1043  D=  -1 
 X= 249 X2= 246  Y= 356 Y2= 349 P1= 790 P2= 151 T1=  32 T2=  32  P=1045  D=  -1 
 X= 249 X2= 246  Y= 356 Y2= 349 P1= 789 P2= 151 T1=  32 T2=  32  P=1043  D=  -1 
 X= 249 X2= 246  Y= 356 Y2= 348 P1= 789 P2= 152 T1=  32 T2=  32  P=1034  D=  -1 
 X= 248 X2= 248  Y= 356 Y2= 349 P1= 789 P2= 152 T1=  32 T2=  31  P=1039  D=  -1 
 X= 248 X2= 247  Y= 356 Y2= 349 P1= 789 P2= 152 T1=  32 T2=  31  P=1034  D=  -1 
 X= 249 X2= 246  Y= 356 Y2= 349 P1= 788 P2= 152 T1=  32 T2=  32  P=1033  D=  -1 
 X= 248 X2= 246  Y= 356 Y2= 349 P1= 789 P2= 152 T1=  32 T2=  32  P=1034  D=  -1 
 X= 249 X2= 247  Y= 356 Y2= 350 P1= 792 P2= 150 T1=  33 T2=  32  P=1034  D=  -1 
 X= 248 X2= 245  Y= 355 Y2= 348 P1= 788 P2= 151 T1=  31 T2=  31  P=1037  D=  -1 
 X= 248 X2= 246  Y= 356 Y2= 349 P1= 789 P2= 151 T1=  31 T2=  32  P=1043  D=  -1 
