Bgn app,1.95
AppManager: Start splash video:,5.94
AppManager: L3X UI loaded:,7.33
AppManager: L3X UI entered:,7.75
AppManager: End splash video:,8.79
AppManager: L3X UI updated:,9.26
Bgn CartManager,12.11
