new-calib.log: fgrep -v X2= to remove cruft
Entering calib_delay
 X= 522 X2= 521  Y= 516 Y2= 517 P1= 809 P2= 309 T1=  15 T2=  16  P=  -1  D=  40 tn=0 wfr=0 sd=0
 X= 517 X2= 521  Y= 516 Y2= 517 P1= 806 P2= 311 T1=  15 T2=  16  P= 842  D=  60 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 515 Y2= 511 P1= 790 P2= 335 T1=  14 T2=  14  P= 698  D=  10 tn=0 wfr=0 sd=0
 X= 520 X2= 519  Y= 516 Y2= 515 P1= 790 P2= 337 T1=  14 T2=  14  P= 706  D=  15 tn=0 wfr=0 sd=0
 X= 522 X2= 520  Y= 514 Y2= 515 P1= 791 P2= 336 T1=  14 T2=  14  P= 697  D=  20 tn=0 wfr=0 sd=0
 X= 521 X2= 520  Y= 515 Y2= 515 P1= 790 P2= 336 T1=  13 T2=  14  P= 705  D=  30 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 514 Y2= 515 P1= 790 P2= 336 T1=  11 T2=  16  P= 702  D=  40 tn=0 wfr=0 sd=0
 X= 520 X2= 519  Y= 512 Y2= 515 P1= 791 P2= 337 T1=  12 T2=  14  P= 702  D=  60 tn=0 wfr=0 sd=0
 X= 520 X2= 518  Y= 517 Y2= 515 P1= 790 P2= 336 T1=  13 T2=  14  P= 699  D=  80 tn=0 wfr=0 sd=0
 X= 520 X2= 519  Y= 516 Y2= 515 P1= 791 P2= 337 T1=  14 T2=  13  P= 701  D=   5 tn=0 wfr=0 sd=0
 X= 520 X2= 519  Y= 516 Y2= 515 P1= 790 P2= 338 T1=  14 T2=  14  P= 699  D=  10 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 516 Y2= 515 P1= 790 P2= 337 T1=  14 T2=  14  P= 693  D=  15 tn=0 wfr=0 sd=0
 X= 519 X2= 519  Y= 511 Y2= 515 P1= 790 P2= 338 T1=  14 T2=  13  P= 698  D=  20 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 517 Y2= 514 P1= 791 P2= 338 T1=  13 T2=  14  P= 693  D=  30 tn=0 wfr=0 sd=0
 X= 520 X2= 519  Y= 516 Y2= 515 P1= 790 P2= 337 T1=   9 T2=  14  P= 696  D=  40 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 516 Y2= 515 P1= 790 P2= 336 T1=  14 T2=  13  P= 697  D=  60 tn=0 wfr=0 sd=0
 X= 519 X2= 519  Y= 515 Y2= 514 P1= 791 P2= 338 T1=  14 T2=  14  P= 702  D=  80 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 515 Y2= 513 P1= 790 P2= 338 T1=  13 T2=  13  P= 695  D=   5 tn=0 wfr=0 sd=0
 X= 520 X2= 519  Y= 514 Y2= 515 P1= 792 P2= 338 T1=  13 T2=  13  P= 695  D=  10 tn=0 wfr=0 sd=0
 X= 521 X2= 520  Y= 517 Y2= 515 P1= 790 P2= 336 T1=  15 T2=  14  P= 697  D=  15 tn=0 wfr=0 sd=0
 X= 519 X2= 520  Y= 515 Y2= 524 P1= 790 P2= 338 T1=  12 T2=  14  P= 702  D=  20 tn=0 wfr=0 sd=0
 X= 519 X2= 520  Y= 514 Y2= 515 P1= 790 P2= 338 T1=  13 T2=  14  P= 693  D=  30 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 516 Y2= 515 P1= 790 P2= 338 T1=  14 T2=  15  P= 693  D=  40 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 514 Y2= 515 P1= 790 P2= 337 T1=  13 T2=  14  P= 695  D=  60 tn=0 wfr=0 sd=0
 X= 519 X2= 519  Y= 514 Y2= 514 P1= 790 P2= 337 T1=  13 T2=  14  P= 698  D=  80 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 515 Y2= 515 P1= 789 P2= 338 T1=  13 T2=  12  P= 697  D=   5 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 514 Y2= 515 P1= 789 P2= 337 T1=  13 T2=  15  P= 693  D=  10 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 516 Y2= 511 P1= 790 P2= 337 T1=  14 T2=  14  P= 697  D=  15 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 514 Y2= 515 P1= 789 P2= 338 T1=  14 T2=  14  P= 698  D=  20 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 514 Y2= 506 P1= 788 P2= 338 T1=  14 T2=  13  P= 693  D=  30 tn=0 wfr=0 sd=0
 X= 519 X2= 519  Y= 515 Y2= 514 P1= 790 P2= 337 T1=  13 T2=  17  P= 692  D=  40 tn=0 wfr=0 sd=0
 X= 519 X2= 520  Y= 516 Y2= 514 P1= 789 P2= 337 T1=  12 T2=  14  P= 697  D=  60 tn=0 wfr=0 sd=0
 X= 521 X2= 520  Y= 515 Y2= 515 P1= 790 P2= 337 T1=  14 T2=  13  P= 695  D=  80 tn=0 wfr=0 sd=0
 X= 519 X2= 520  Y= 515 Y2= 515 P1= 790 P2= 337 T1=  14 T2=  14  P= 698  D=   5 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 516 Y2= 515 P1= 790 P2= 337 T1=  18 T2=  14  P= 697  D=  10 tn=0 wfr=0 sd=0
 X= 518 X2= 519  Y= 517 Y2= 515 P1= 790 P2= 338 T1=  14 T2=  14  P= 698  D=  15 tn=0 wfr=0 sd=0
 X= 520 X2= 519  Y= 515 Y2= 515 P1= 789 P2= 339 T1=  14 T2=  12  P= 692  D=  20 tn=0 wfr=0 sd=0
 X= 519 X2= 520  Y= 516 Y2= 515 P1= 790 P2= 338 T1=  13 T2=  13  P= 688  D=  30 tn=0 wfr=0 sd=0
 X= 518 X2= 519  Y= 514 Y2= 514 P1= 789 P2= 339 T1=  14 T2=  13  P= 693  D=  40 tn=0 wfr=0 sd=0
 X= 520 X2= 519  Y= 515 Y2= 515 P1= 790 P2= 339 T1=  13 T2=  14  P= 687  D=  60 tn=0 wfr=0 sd=0
 X= 520 X2= 519  Y= 515 Y2= 514 P1= 789 P2= 339 T1=  13 T2=  13  P= 690  D=  80 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 516 Y2= 520 P1= 790 P2= 337 T1=  14 T2=  14  P= 688  D=   5 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 514 Y2= 515 P1= 789 P2= 337 T1=  14 T2=  14  P= 698  D=  10 tn=0 wfr=0 sd=0
 X= 520 X2= 519  Y= 514 Y2= 515 P1= 789 P2= 339 T1=  13 T2=  13  P= 697  D=  15 tn=0 wfr=0 sd=0
 X= 520 X2= 519  Y= 514 Y2= 515 P1= 790 P2= 338 T1=  13 T2=  14  P= 688  D=  20 tn=0 wfr=0 sd=0
 X= 520 X2= 518  Y= 514 Y2= 515 P1= 790 P2= 339 T1=  13 T2=  14  P= 693  D=  30 tn=0 wfr=0 sd=0
 X= 519 X2= 521  Y= 514 Y2= 514 P1= 789 P2= 337 T1=  14 T2=  14  P= 690  D=  40 tn=0 wfr=0 sd=0
 X= 519 X2= 517  Y= 514 Y2= 515 P1= 789 P2= 338 T1=  13 T2=  14  P= 697  D=  60 tn=0 wfr=0 sd=0
 X= 519 X2= 520  Y= 514 Y2= 515 P1= 790 P2= 337 T1=  14 T2=  14  P= 691  D=  80 tn=0 wfr=0 sd=0
 X= 520 X2= 519  Y= 516 Y2= 515 P1= 789 P2= 338 T1=  14 T2=  13  P= 697  D=   5 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 514 Y2= 514 P1= 789 P2= 339 T1=  13 T2=  14  P= 692  D=  10 tn=0 wfr=0 sd=0
 X= 520 X2= 519  Y= 514 Y2= 515 P1= 788 P2= 337 T1=  13 T2=  14  P= 690  D=  15 tn=0 wfr=0 sd=0
 X= 519 X2= 520  Y= 516 Y2= 514 P1= 790 P2= 339 T1=  14 T2=  13  P= 694  D=  20 tn=0 wfr=0 sd=0
 X= 519 X2= 520  Y= 515 Y2= 515 P1= 789 P2= 337 T1=  14 T2=  13  P= 690  D=  30 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 516 Y2= 516 P1= 789 P2= 337 T1=  13 T2=  15  P= 695  D=  40 tn=0 wfr=0 sd=0
 X= 520 X2= 515  Y= 514 Y2= 515 P1= 790 P2= 337 T1=  13 T2=  14  P= 697  D=  60 tn=0 wfr=0 sd=0
 X= 520 X2= 519  Y= 516 Y2= 515 P1= 789 P2= 337 T1=  14 T2=  13  P= 694  D=  80 tn=0 wfr=0 sd=0
 X= 519 X2= 520  Y= 514 Y2= 515 P1= 789 P2= 338 T1=  13 T2=  15  P= 695  D=   5 tn=0 wfr=0 sd=0
 X= 519 X2= 520  Y= 516 Y2= 515 P1= 790 P2= 338 T1=  14 T2=  14  P= 692  D=  10 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 510 Y2= 515 P1= 790 P2= 337 T1=  14 T2=  12  P= 693  D=  15 tn=0 wfr=0 sd=0
 X= 519 X2= 519  Y= 514 Y2= 515 P1= 790 P2= 339 T1=  13 T2=  13  P= 698  D=  20 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 514 Y2= 515 P1= 789 P2= 339 T1=  13 T2=  14  P= 690  D=  30 tn=0 wfr=0 sd=0
 X= 520 X2= 519  Y= 520 Y2= 515 P1= 789 P2= 338 T1=  14 T2=  13  P= 690  D=  40 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 515 Y2= 515 P1= 789 P2= 339 T1=  14 T2=  14  P= 692  D=  60 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 514 Y2= 515 P1= 789 P2= 339 T1=  13 T2=  14  P= 690  D=  80 tn=0 wfr=0 sd=0
 X= 520 X2= 519  Y= 517 Y2= 516 P1= 789 P2= 338 T1=  16 T2=  14  P= 690  D=   5 tn=0 wfr=0 sd=0
 X= 520 X2= 515  Y= 514 Y2= 515 P1= 792 P2= 337 T1=  13 T2=  14  P= 692  D=  10 tn=0 wfr=0 sd=0
 X= 521 X2= 519  Y= 514 Y2= 515 P1= 790 P2= 338 T1=  17 T2=  13  P= 697  D=  15 tn=0 wfr=0 sd=0
 X= 519 X2= 519  Y= 521 Y2= 516 P1= 790 P2= 338 T1=  14 T2=  13  P= 695  D=  20 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 514 Y2= 515 P1= 790 P2= 337 T1=  13 T2=  14  P= 693  D=  30 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 515 Y2= 508 P1= 789 P2= 337 T1=   0 T2=  14  P= 698  D=  40 tn=0 wfr=0 sd=0
 X= 520 X2= 519  Y= 514 Y2= 514 P1= 789 P2= 338 T1=  14 T2=  13  P= 698  D=  60 tn=0 wfr=0 sd=0
 X= 520 X2= 519  Y= 516 Y2= 518 P1= 789 P2= 337 T1=  13 T2=  14  P= 692  D=  80 tn=0 wfr=0 sd=0
 X= 520 X2= 519  Y= 514 Y2= 515 P1= 789 P2= 339 T1=  14 T2=  13  P= 695  D=   5 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 514 Y2= 516 P1= 789 P2= 338 T1=  13 T2=  14  P= 688  D=  10 tn=0 wfr=0 sd=0
 X= 520 X2= 517  Y= 515 Y2= 527 P1= 789 P2= 337 T1=  14 T2=  14  P= 693  D=  15 tn=0 wfr=0 sd=0
 X= 519 X2= 520  Y= 514 Y2= 515 P1= 789 P2= 338 T1=  14 T2=  13  P= 694  D=  20 tn=0 wfr=0 sd=0
 X= 520 X2= 519  Y= 514 Y2= 515 P1= 790 P2= 337 T1=  13 T2=  14  P= 692  D=  30 tn=0 wfr=0 sd=0
 X= 520 X2= 519  Y= 514 Y2= 506 P1= 789 P2= 337 T1=  15 T2=  14  P= 697  D=  40 tn=0 wfr=0 sd=0
 X= 519 X2= 519  Y= 515 Y2= 515 P1= 789 P2= 337 T1=  13 T2=  14  P= 695  D=  60 tn=0 wfr=0 sd=0
 X= 520 X2= 519  Y= 518 Y2= 514 P1= 789 P2= 339 T1=  13 T2=  14  P= 695  D=  80 tn=0 wfr=0 sd=0
 X= 520 X2= 519  Y= 514 Y2= 514 P1= 789 P2= 339 T1=  14 T2=  13  P= 688  D=   5 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 515 Y2= 514 P1= 790 P2= 339 T1=  14 T2=  14  P= 688  D=  10 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 515 Y2= 515 P1= 789 P2= 339 T1=  12 T2=  12  P= 691  D=  15 tn=0 wfr=0 sd=0
 X= 520 X2= 524  Y= 515 Y2= 515 P1= 789 P2= 337 T1=  12 T2=  14  P= 690  D=  20 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 514 Y2= 514 P1= 789 P2= 338 T1=  13 T2=  14  P= 700  D=  30 tn=0 wfr=0 sd=0
 X= 519 X2= 520  Y= 516 Y2= 515 P1= 790 P2= 337 T1=  13 T2=  14  P= 693  D=  40 tn=0 wfr=0 sd=0
 X= 520 X2= 519  Y= 516 Y2= 512 P1= 789 P2= 340 T1=  14 T2=  14  P= 697  D=  60 tn=0 wfr=0 sd=0
 X= 522 X2= 517  Y= 512 Y2= 514 P1= 789 P2= 338 T1=  13 T2=  13  P= 685  D=  80 tn=0 wfr=0 sd=0
 X= 520 X2= 519  Y= 516 Y2= 515 P1= 789 P2= 339 T1=  13 T2=  13  P= 692  D=   5 tn=0 wfr=0 sd=0
 X= 519 X2= 519  Y= 516 Y2= 514 P1= 789 P2= 337 T1=  15 T2=  14  P= 688  D=  10 tn=0 wfr=0 sd=0
 X= 519 X2= 519  Y= 514 Y2= 514 P1= 789 P2= 338 T1=  12 T2=  13  P= 695  D=  15 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 514 Y2= 514 P1= 791 P2= 338 T1=  14 T2=  13  P= 692  D=  20 tn=0 wfr=0 sd=0
 X= 520 X2= 519  Y= 514 Y2= 515 P1= 789 P2= 337 T1=  13 T2=  13  P= 696  D=  30 tn=0 wfr=0 sd=0
 X= 520 X2= 519  Y= 514 Y2= 515 P1= 789 P2= 339 T1=  13 T2=  13  P= 695  D=  40 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 514 Y2= 514 P1= 789 P2= 339 T1=  14 T2=  13  P= 688  D=  60 tn=0 wfr=0 sd=0
 X= 520 X2= 519  Y= 515 Y2= 515 P1= 789 P2= 339 T1=  14 T2=  12  P= 690  D=  80 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 515 Y2= 516 P1= 786 P2= 337 T1=  14 T2=  14  P= 688  D=   5 tn=0 wfr=0 sd=0
 X= 525 X2= 519  Y= 521 Y2= 515 P1= 789 P2= 337 T1=  14 T2=  14  P= 692  D=  10 tn=0 wfr=0 sd=0
 X= 520 X2= 519  Y= 514 Y2= 515 P1= 789 P2= 339 T1=  14 T2=  14  P= 700  D=  15 tn=0 wfr=0 sd=0
 X= 520 X2= 519  Y= 515 Y2= 515 P1= 789 P2= 339 T1=  12 T2=  14  P= 688  D=  20 tn=0 wfr=0 sd=0
 X= 520 X2= 517  Y= 516 Y2= 515 P1= 789 P2= 338 T1=  13 T2=  13  P= 688  D=  30 tn=0 wfr=0 sd=0
 X= 519 X2= 520  Y= 514 Y2= 515 P1= 789 P2= 337 T1=  13 T2=  13  P= 691  D=  40 tn=0 wfr=0 sd=0
 X= 520 X2= 519  Y= 514 Y2= 523 P1= 789 P2= 339 T1=  14 T2=  14  P= 695  D=  60 tn=0 wfr=0 sd=0
 X= 516 X2= 519  Y= 515 Y2= 514 P1= 788 P2= 337 T1=  14 T2=  13  P= 688  D=  80 tn=0 wfr=0 sd=0
 X= 520 X2= 519  Y= 516 Y2= 514 P1= 789 P2= 338 T1=  14 T2=  12  P= 691  D=   5 tn=0 wfr=0 sd=0
 X= 519 X2= 519  Y= 515 Y2= 515 P1= 789 P2= 337 T1=  14 T2=  14  P= 692  D=  10 tn=0 wfr=0 sd=0
 X= 519 X2= 519  Y= 517 Y2= 515 P1= 789 P2= 338 T1=  13 T2=  15  P= 695  D=  15 tn=0 wfr=0 sd=0
 X= 519 X2= 520  Y= 515 Y2= 515 P1= 788 P2= 339 T1=  14 T2=  15  P= 692  D=  20 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 516 Y2= 515 P1= 789 P2= 338 T1=  13 T2=  12  P= 687  D=  30 tn=0 wfr=0 sd=0
 X= 519 X2= 519  Y= 516 Y2= 514 P1= 789 P2= 338 T1=  13 T2=  14  P= 693  D=  40 tn=0 wfr=0 sd=0
 X= 519 X2= 519  Y= 514 Y2= 515 P1= 788 P2= 336 T1=  14 T2=  12  P= 692  D=  60 tn=0 wfr=0 sd=0
 X= 519 X2= 520  Y= 516 Y2= 514 P1= 790 P2= 339 T1=  13 T2=  13  P= 698  D=  80 tn=0 wfr=0 sd=0
 X= 519 X2= 525  Y= 513 Y2= 515 P1= 789 P2= 338 T1=  13 T2=  16  P= 690  D=   5 tn=0 wfr=0 sd=0
 X= 519 X2= 519  Y= 516 Y2= 515 P1= 789 P2= 339 T1=  13 T2=  14  P= 696  D=  10 tn=0 wfr=0 sd=0
 X= 518 X2= 520  Y= 515 Y2= 514 P1= 789 P2= 339 T1=  12 T2=  13  P= 688  D=  15 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 517 Y2= 515 P1= 790 P2= 339 T1=  13 T2=  13  P= 688  D=  20 tn=0 wfr=0 sd=0
 X= 519 X2= 519  Y= 516 Y2= 514 P1= 789 P2= 340 T1=  13 T2=  14  P= 691  D=  30 tn=0 wfr=0 sd=0
 X= 520 X2= 519  Y= 515 Y2= 514 P1= 789 P2= 339 T1=  14 T2=  13  P= 685  D=  40 tn=0 wfr=0 sd=0
 X= 519 X2= 519  Y= 515 Y2= 515 P1= 789 P2= 340 T1=  12 T2=  14  P= 688  D=  60 tn=0 wfr=0 sd=0
 X= 520 X2= 519  Y= 514 Y2= 515 P1= 789 P2= 321 T1=  13 T2=  13  P= 685  D=  80 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 515 Y2= 515 P1= 788 P2= 336 T1=  14 T2=  13  P= 756  D=   5 tn=0 wfr=0 sd=0
 X= 519 X2= 521  Y= 513 Y2= 515 P1= 789 P2= 340 T1=  13 T2=  14  P= 699  D=  10 tn=0 wfr=0 sd=0
 X= 521 X2= 519  Y= 516 Y2= 514 P1= 789 P2= 340 T1=  19 T2=  13  P= 686  D=  15 tn=0 wfr=0 sd=0
 X= 519 X2= 519  Y= 516 Y2= 514 P1= 789 P2= 337 T1=  13 T2=  14  P= 686  D=  20 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 515 Y2= 515 P1= 789 P2= 338 T1=  14 T2=  14  P= 695  D=  30 tn=0 wfr=0 sd=0
 X= 519 X2= 519  Y= 514 Y2= 515 P1= 789 P2= 340 T1=  16 T2=  17  P= 693  D=  40 tn=0 wfr=0 sd=0
 X= 519 X2= 519  Y= 515 Y2= 514 P1= 788 P2= 341 T1=  12 T2=  15  P= 685  D=  60 tn=0 wfr=0 sd=0
 X= 519 X2= 519  Y= 517 Y2= 515 P1= 788 P2= 340 T1=  17 T2=  13  P= 679  D=  80 tn=0 wfr=0 sd=0
 X= 519 X2= 519  Y= 514 Y2= 521 P1= 787 P2= 338 T1=  13 T2=  13  P= 683  D=   5 tn=0 wfr=0 sd=0
 X= 519 X2= 519  Y= 516 Y2= 541 P1= 789 P2= 338 T1=  13 T2=  14  P= 689  D=  10 tn=0 wfr=0 sd=0
 X= 519 X2= 519  Y= 514 Y2= 515 P1= 789 P2= 340 T1=  13 T2=  14  P= 692  D=  15 tn=0 wfr=0 sd=0
 X= 519 X2= 519  Y= 516 Y2= 514 P1= 789 P2= 347 T1=  14 T2=  14  P= 685  D=  20 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 515 Y2= 515 P1= 787 P2= 338 T1=  13 T2=  14  P= 660  D=  30 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 516 Y2= 514 P1= 788 P2= 338 T1=  13 T2=  13  P= 690  D=  40 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 515 Y2= 513 P1= 789 P2= 340 T1=  13 T2=  14  P= 692  D=  60 tn=0 wfr=0 sd=0
 X= 520 X2= 519  Y= 513 Y2= 515 P1= 789 P2= 340 T1=  12 T2=  14  P= 686  D=  80 tn=0 wfr=0 sd=0
 X= 520 X2= 519  Y= 516 Y2= 515 P1= 788 P2= 340 T1=  13 T2=  13  P= 685  D=   5 tn=0 wfr=0 sd=0
 X= 519 X2= 519  Y= 538 Y2= 514 P1= 789 P2= 338 T1=  14 T2=  14  P= 683  D=  10 tn=0 wfr=0 sd=0
 X= 519 X2= 519  Y= 514 Y2= 514 P1= 788 P2= 338 T1=  13 T2=  14  P= 692  D=  15 tn=0 wfr=0 sd=0
 X= 520 X2= 518  Y= 529 Y2= 515 P1= 789 P2= 337 T1=  13 T2=  14  P= 690  D=  20 tn=0 wfr=0 sd=0
 X= 521 X2= 520  Y= 516 Y2= 514 P1= 789 P2= 340 T1=  13 T2=  13  P= 695  D=  30 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 514 Y2= 515 P1= 789 P2= 340 T1=  13 T2=  14  P= 686  D=  40 tn=0 wfr=0 sd=0
 X= 519 X2= 519  Y= 515 Y2= 513 P1= 789 P2= 340 T1=  14 T2=  13  P= 686  D=  60 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 514 Y2= 506 P1= 789 P2= 340 T1=  13 T2=  11  P= 685  D=  80 tn=0 wfr=0 sd=0
 X= 518 X2= 520  Y= 514 Y2= 516 P1= 790 P2= 337 T1=  13 T2=  13  P= 686  D=   5 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 516 Y2= 516 P1= 788 P2= 338 T1=  13 T2=   8  P= 697  D=  10 tn=0 wfr=0 sd=0
 X= 520 X2= 519  Y= 515 Y2= 515 P1= 789 P2= 340 T1=  14 T2=  14  P= 692  D=  15 tn=0 wfr=0 sd=0
 X= 521 X2= 519  Y= 516 Y2= 521 P1= 789 P2= 340 T1=  13 T2=  14  P= 685  D=  20 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 518 Y2= 514 P1= 788 P2= 338 T1=  13 T2=  14  P= 686  D=  30 tn=0 wfr=0 sd=0
 X= 520 X2= 519  Y= 516 Y2= 515 P1= 789 P2= 339 T1=  14 T2=  14  P= 692  D=  40 tn=0 wfr=0 sd=0
 X= 519 X2= 520  Y= 514 Y2= 516 P1= 788 P2= 339 T1=  13 T2=  14  P= 688  D=  60 tn=0 wfr=0 sd=0
 X= 519 X2= 519  Y= 514 Y2= 514 P1= 789 P2= 340 T1=  13 T2=  14  P= 687  D=  80 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 514 Y2= 515 P1= 789 P2= 338 T1=  14 T2=  13  P= 685  D=   5 tn=0 wfr=0 sd=0
 X= 520 X2= 519  Y= 514 Y2= 515 P1= 789 P2= 340 T1=  13 T2=  13  P= 693  D=  10 tn=0 wfr=0 sd=0
 X= 520 X2= 520  Y= 523 Y2= 515 P1= 788 P2= 339 T1=  13 T2=  21  P= 685  D=  15 tn=0 wfr=0 sd=0
 X= 519 X2= 520  Y= 515 Y2= 514 P1= 789 P2= 340 T1=  14 T2=  14  P= 685  D=  20 tn=0 wfr=0 sd=0
