new-calib: New touch screen calibration program v3.12
Serial Number='150A1E00010B0602030E'
Using tnt_mode=1
Setting for delay_in_us:        1
Setting for y_delay_in_us:      1
Setting for tnt_delay_in_us:    1
Setting for max_delta_tnt:      5
Setting for tnt_mode:           1
Setting for averaging:         -1
Entering get_four_points
target_noise  x= 2.50 y= 2.50 t= 2.50
target state=0 point=23,22
 X= 729 X2=1023  Y= 912 Y2=1021 P1=1023 P2=  -1 T1=1023 T2= 744  P= 522  D=   1 
 X= 739 X2=1023  Y= 902 Y2=1020 P1=1023 P2=  -1 T1=1023 T2= 743  P= 522  D=   1 
 X= 766 X2=1023  Y= 898 Y2=1021 P1=1023 P2=  -1 T1=1023 T2= 750  P= 522  D=   1 
 X= 851 X2=1005  Y= 885 Y2=1022 P1=1023 P2=  -1 T1=1022 T2= 743  P= 522  D=   1 
 X= 814 X2=1011  Y= 874 Y2=1021 P1=1023 P2=  -1 T1=1023 T2= 730  P= 522  D=   1 
 X= 909 X2=1003  Y= 875 Y2=1022 P1=1023 P2=  -1 T1=1023 T2= 771  P= 522  D=   1 
 X= 881 X2= 991  Y= 890 Y2=1021 P1=1023 P2=  -1 T1=1022 T2= 752  P= 522  D=   1 
 X= 762 X2=1023  Y= 902 Y2=1020 P1=1023 P2=  -1 T1=1023 T2= 739  P= 522  D=   1 
 X= 843 X2=1023  Y= 896 Y2=1021 P1=1023 P2=  -1 T1=1022 T2= 727  P= 522  D=   1 
 X= 814 X2= 971  Y= 891 Y2=1020 P1=1023 P2=  -1 T1=1023 T2= 738  P= 522  D=   1 
 X= 697 X2=1023  Y= 868 Y2=1021 P1=1023 P2=  -1 T1=1023 T2= 746  P= 522  D=   1 
 X= 804 X2=1023  Y= 895 Y2=1022 P1=1023 P2=  -1 T1=1022 T2= 757  P= 522  D=   1 
 X= 846 X2=1010  Y= 883 Y2=1022 P1=1023 P2=  -1 T1=1022 T2= 746  P= 522  D=   1 
 X= 710 X2=1023  Y= 947 Y2=1021 P1=1023 P2=  -1 T1=1023 T2= 832  P= 522  D=   1 
 X= 929 X2= 998  Y= 902 Y2=1021 P1=1023 P2=  -1 T1=1022 T2= 752  P= 522  D=   1 
 X= 915 X2= 978  Y= 860 Y2=1020 P1=1023 P2=  -1 T1=1023 T2= 753  P= 522  D=   1 
 X= 910 X2=1007  Y= 896 Y2=1022 P1=1023 P2=  -1 T1=1023 T2= 750  P= 522  D=   1 
 X= 761 X2=1023  Y= 881 Y2=1019 P1=1023 P2=  -1 T1=1022 T2= 796  P= 522  D=   1 
 X= 845 X2=1023  Y= 883 Y2=1020 P1=1023 P2=  -1 T1=1023 T2= 749  P= 522  D=   1 
 X= 771 X2=1023  Y= 900 Y2=1022 P1=1023 P2=  -1 T1=1022 T2= 759  P= 522  D=   1 
 X= 881 X2=1023  Y= 911 Y2=1021 P1=1023 P2=  -1 T1=1022 T2= 767  P= 522  D=   1 
 X= 846 X2=1011  Y= 880 Y2=1022 P1=1022 P2=  -1 T1=1023 T2= 798  P= 522  D=   1 
 X= 852 X2=1009  Y= 891 Y2=1017 P1=1023 P2=  -1 T1=1022 T2= 747  P= 522  D=   1 
 X= 715 X2=1023  Y= 881 Y2=1020 P1=1023 P2=  -1 T1=1023 T2= 759  P= 522  D=   1 
 X= 813 X2= 998  Y= 866 Y2=1021 P1=1023 P2=  -1 T1=1022 T2= 726  P= 522  D=   1 
 X= 895 X2=1002  Y= 885 Y2=1021 P1=1023 P2=  -1 T1=1022 T2= 746  P= 522  D=   1 
 X= 860 X2= 987  Y= 883 Y2=1020 P1=1023 P2=  -1 T1=1023 T2= 751  P= 522  D=   1 
 X= 762 X2=1023  Y= 912 Y2=1020 P1=1023 P2=  -1 T1=1022 T2= 764  P= 522  D=   1 
 X= 741 X2=1023  Y= 895 Y2=1020 P1=1023 P2=  -1 T1=1023 T2= 730  P= 522  D=   1 
 X= 684 X2=1023  Y= 876 Y2=1021 P1=1023 P2=  -1 T1=1022 T2= 775  P= 522  D=   1 
 X= 726 X2=1023  Y= 904 Y2=1021 P1=1023 P2=  -1 T1=1022 T2= 776  P= 522  D=   1 
 X= 860 X2= 994  Y= 872 Y2=1021 P1=1023 P2=  -1 T1=1023 T2= 779  P= 522  D=   1 
 X= 862 X2=1009  Y= 870 Y2=1022 P1=1023 P2=  -1 T1=1022 T2= 756  P= 522  D=   1 
 X= 986 X2=1005  Y= 896 Y2=1022 P1=1023 P2=  -1 T1=1023 T2= 755  P= 522  D=   1 
 X= 950 X2=1001  Y= 907 Y2=1021 P1=1023 P2=  -1 T1=1022 T2= 753  P= 522  D=   1 
 X= 747 X2=1023  Y= 907 Y2=1020 P1=1023 P2=  -1 T1=1022 T2= 743  P= 522  D=   1 
 X= 957 X2=1009  Y= 922 Y2=1022 P1=1023 P2=  -1 T1=1023 T2= 767  P= 522  D=   1 
 X= 919 X2= 981  Y= 868 Y2=1020 P1=1023 P2=  -1 T1=1023 T2= 731  P= 522  D=   1 
 X= 768 X2=1023  Y= 898 Y2=1022 P1=1023 P2=  -1 T1=1023 T2= 774  P= 522  D=   1 
 X= 779 X2=1023  Y= 894 Y2=1020 P1=1023 P2=  -1 T1=1022 T2= 762  P= 522  D=   1 
 X= 865 X2=1011  Y= 897 Y2=1022 P1=1023 P2=  -1 T1=1023 T2= 725  P= 522  D=   1 
 X= 900 X2=1003  Y= 884 Y2=1022 P1=1023 P2=  -1 T1=1023 T2= 738  P= 522  D=   1 
 X= 778 X2=1023  Y= 910 Y2=1021 P1=1023 P2=  -1 T1=1023 T2= 740  P= 522  D=   1 
 X= 842 X2=1021  Y= 909 Y2=1020 P1=1023 P2=  -1 T1=1023 T2= 737  P= 522  D=   1 
 X= 938 X2= 998  Y= 879 Y2=1020 P1=1023 P2=  -1 T1=1022 T2= 746  P= 522  D=   1 
 X= 758 X2=1023  Y= 890 Y2=1021 P1=1023 P2=  -1 T1=1023 T2= 779  P= 522  D=   1 
 X= 813 X2=1023  Y= 911 Y2=1020 P1=1023 P2=  -1 T1=1023 T2= 758  P= 522  D=   1 
 X= 731 X2=1023  Y= 890 Y2=1020 P1=1023 P2=  -1 T1=1023 T2= 741  P= 522  D=   1 
 X= 820 X2=1012  Y= 889 Y2=1021 P1=1023 P2=  -1 T1=1022 T2= 759  P= 522  D=   1 
 X= 851 X2=1023  Y= 896 Y2=1022 P1=1023 P2=  -1 T1=1023 T2= 776  P= 522  D=   1 
 X= 913 X2= 990  Y= 880 Y2=1021 P1=1023 P2=  -1 T1=1023 T2= 710  P= 522  D=   1 
 X= 884 X2=1000  Y= 879 Y2=1023 P1=1023 P2=  -1 T1=1023 T2= 714  P= 522  D=   1 
 X= 830 X2=1023  Y= 895 Y2=1020 P1=1023 P2=  -1 T1=1023 T2= 749  P= 522  D=   1 
 X= 805 X2=1021  Y= 887 Y2=1021 P1=1023 P2=  -1 T1=1023 T2= 740  P= 522  D=   1 
 X= 816 X2=1023  Y= 898 Y2=1021 P1=1023 P2=  -1 T1=1023 T2= 760  P= 522  D=   1 
 X= 736 X2=1023  Y= 893 Y2=1021 P1=1023 P2=  -1 T1=1023 T2= 760  P= 522  D=   1 
 X= 891 X2=1008  Y= 887 Y2=1021 P1=1023 P2=  -1 T1=1023 T2= 738  P= 522  D=   1 
 X= 817 X2=1010  Y= 892 Y2=1021 P1=1023 P2=  -1 T1=1022 T2= 770  P= 522  D=   1 
 X= 834 X2=1023  Y= 887 Y2=1021 P1=1023 P2=  -1 T1=1023 T2= 739  P= 522  D=   1 
 X= 945 X2= 992  Y= 907 Y2=1021 P1=1023 P2=  -1 T1=1023 T2= 763  P= 522  D=   1 
 X= 880 X2= 982  Y= 864 Y2=1021 P1=1023 P2=  -1 T1=1023 T2= 733  P= 522  D=   1 
 X= 875 X2= 995  Y= 879 Y2=1021 P1=1023 P2=  -1 T1=1023 T2= 760  P= 522  D=   1 
 X= 802 X2=1023  Y= 900 Y2=1020 P1=1023 P2=  -1 T1=1023 T2= 741  P= 522  D=   1 
 X= 714 X2=1023  Y= 918 Y2=1022 P1=1023 P2=  -1 T1=1023 T2= 854  P= 522  D=   1 
 X= 756 X2=1023  Y= 895 Y2=1021 P1=1023 P2=  -1 T1=1023 T2= 771  P= 522  D=   1 
 X= 761 X2=1023  Y= 884 Y2=1021 P1=1023 P2=  -1 T1=1023 T2= 835  P= 522  D=   1 
 X= 845 X2=1012  Y= 883 Y2=1021 P1=1023 P2=  -1 T1=1022 T2= 772  P= 522  D=   1 
 X= 783 X2=1013  Y= 895 Y2=1022 P1=1023 P2=  -1 T1=1023 T2= 767  P= 522  D=   1 
 X= 905 X2= 994  Y= 897 Y2=1021 P1=1023 P2=  -1 T1=1023 T2= 758  P= 522  D=   1 
 X= 897 X2=1011  Y= 882 Y2=1022 P1=1023 P2=  -1 T1=1023 T2= 777  P= 522  D=   1 
 X= 749 X2=1023  Y= 895 Y2=1021 P1=1023 P2=  -1 T1=1023 T2= 767  P= 522  D=   1 
 X= 744 X2=1023  Y= 902 Y2=1020 P1=1023 P2=  -1 T1=1023 T2= 770  P= 522  D=   1 
 X= 840 X2=1018  Y= 875 Y2=1022 P1=1023 P2=  -1 T1=1023 T2= 739  P= 522  D=   1 
 X= 734 X2=1023  Y= 885 Y2=1020 P1=1023 P2=  -1 T1=1023 T2= 766  P= 522  D=   1 
 X= 693 X2=1023  Y= 896 Y2=1021 P1=1023 P2=  -1 T1=1022 T2= 754  P= 522  D=   1 
