"AppManager: Start splash video: ",8.340000
"AppManager: UI loaded: ",9.560000
"AppManager: UI entered: ",10.050000
"AppManager: UI updated: ",11.980000
"AppManager: End splash video: ",13.510000
"AppManager: Start shutdown video: ",35.330002
"AppManager: End shutdown video: ",37.540001
"End AppManager exit(0)",39.400002
"Bgn CartManager",13.830000
"Bgn app",3.650000
"Bgn AppManager",3.950000
