10.0,13.5
10.1,13.6
8.8,12.4
8.4,11.7
10.2,13.8
10.0,13.5
9.8,13.3
8.9,12.4
11.4,15.5
12.2,16.1
12.2,16.0
12.2,16.0
17.2,21.2
11.9,16.1
17.4,21.5
17.2,21.4
11.4,15.0
11.7,15.2
11.8,15.3
9.3,12.9
10.7,13.9
10.9,14.9
8.9,12.2
11.6,15.2
11.8,15.1
9.1,12.6
11.4,14.6
11.0,14.5
8.9,12.2
9.1,13.6
18.9,22.4
10.1,14.4
9.8,13.8
11.2,15.3
9.6,13.9
12.6,17.0
11.4,15.5
9.9,14.2
11.5,15.3
12.6,16.6
12.0,15.5
11.4,15.1
16.8,20.9
9.3,13.4
12.4,16.3
11.2,15.3
12.6,16.6
11.0,14.7
12.3,16.5
11.8,15.9
12.0,16.0
18.2,22.0
11.1,14.9
12.0,15.9
17.0,20.4
11.5,15.2
12.2,15.6
8.8,12.7
12.1,16.1
16.8,20.6
7.7,11.7
18.2,22.9
9.6,13.8
10.1,14.8
12.6,16.7
13.8,18.1
11.7,15.5
12.7,17.3
9.3,13.6
9.0,13.3
12.8,17.4
10.3,14.4
13.7,17.7
12.7,16.2
12.6,16.6
11.3,15.6
13.3,17.7
13.3,16.5
16.8,20.9
11.7,15.4
12.0,16.0
13.3,17.4
12.4,16.1
13.4,17.5
12.1,16.1
12.2,16.2
12.0,16.1
11.7,15.4
12.1,15.8
12.5,16.3
12.1,15.9
12.4,15.8
17.0,20.7
10.0,14.3
12.3,16.1
13.1,16.8
13.3,17.3
12.3,16.0
12.7,16.4
12.9,17.2
12.6,17.0
