Bgn app,3.64,3.63,3.62
Bgn AppManager,3.95,3.94,4.01
AppManager: Start splash video: ,8.41,8.40,8.28
AppManager: UI loaded: ,9.58,9.59,9.51
AppManager: UI entered: ,10.04,10.05,9.96
AppManager: UI updated: ,11.93,11.94,11.88
AppManager: End splash video: ,13.55,13.67,13.48
