"Power on",0
"CPU go",0.2
"Bgn NOR copy to RAM",0.205
"End NOR copy to RAM",0.220
"Backlight on",0.221
"Bgn Copy Logo Screen to FB??",0.357
"End Copy Logo Screen to FB",0.500
"Bgn Kernel Copy?",0.500
"End Kernel Copy",0.680

